origin,destination,dayhour,value
Metro_AlAziziyah,Metro_AlRiffa,20,76
Metro_AlAziziyah,Metro_AlRiffa,21,11
Metro_AlAziziyah,Metro_AlSadd,0,51
Metro_AlAziziyah,Metro_AlSadd,1,59
Metro_AlAziziyah,Metro_AlSadd,2,21
Metro_AlAziziyah,Metro_AlSadd,3,14
Metro_AlAziziyah,Metro_AlSadd,6,10
Metro_AlAziziyah,Metro_AlSadd,7,8
Metro_AlAziziyah,Metro_AlSadd,8,15
Metro_AlAziziyah,Metro_AlSadd,9,39
Metro_AlAziziyah,Metro_AlSadd,10,81
Metro_AlAziziyah,Metro_AlSadd,11,112
Metro_AlAziziyah,Metro_AlSadd,12,136
Metro_AlAziziyah,Metro_AlSadd,13,148
Metro_AlAziziyah,Metro_AlSadd,14,98
Metro_AlAziziyah,Metro_AlSadd,15,68
Metro_AlAziziyah,Metro_AlSadd,16,38
Metro_AlAziziyah,Metro_AlSadd,17,26
Metro_AlAziziyah,Metro_AlSadd,18,20
Metro_AlAziziyah,Metro_AlSadd,19,13
Metro_AlAziziyah,Metro_AlSadd,20,40
Metro_AlAziziyah,Metro_AlSadd,21,160
Metro_AlAziziyah,Metro_AlSadd,22,2842
Metro_AlAziziyah,Metro_AlSadd,23,1252
Metro_AlAziziyah,Metro_AlShaqab,2,1
Metro_AlAziziyah,Metro_AlShaqab,3,3
Metro_AlAziziyah,Metro_AlShaqab,9,1
Metro_AlAziziyah,Metro_AlShaqab,10,5
Metro_AlAziziyah,Metro_AlShaqab,11,9
Metro_AlAziziyah,Metro_AlShaqab,12,8
Metro_AlAziziyah,Metro_AlShaqab,13,4
Metro_AlAziziyah,Metro_AlShaqab,14,11
Metro_AlAziziyah,Metro_AlShaqab,15,6
Metro_AlAziziyah,Metro_AlShaqab,16,3
Metro_AlAziziyah,Metro_AlShaqab,17,1
Metro_AlAziziyah,Metro_AlShaqab,21,9
Metro_AlAziziyah,Metro_AlSudan,0,50
Metro_AlAziziyah,Metro_AlSudan,1,79
Metro_AlAziziyah,Metro_AlSudan,2,66
Metro_AlAziziyah,Metro_AlSudan,3,9
Metro_AlAziziyah,Metro_AlSudan,6,8
Metro_AlAziziyah,Metro_AlSudan,7,15
Metro_AlAziziyah,Metro_AlSudan,8,13
Metro_AlAziziyah,Metro_AlSudan,9,58
Metro_AlAziziyah,Metro_AlSudan,10,86
Metro_AlAziziyah,Metro_AlSudan,11,94
Metro_AlAziziyah,Metro_AlSudan,12,104
Metro_AlAziziyah,Metro_AlSudan,13,110
Metro_AlAziziyah,Metro_AlSudan,14,97
Metro_AlAziziyah,Metro_AlSudan,15,58
Metro_AlAziziyah,Metro_AlSudan,16,56
Metro_AlAziziyah,Metro_AlSudan,17,38
Metro_AlAziziyah,Metro_AlSudan,18,17
Metro_AlAziziyah,Metro_AlSudan,19,5
Metro_AlAziziyah,Metro_AlSudan,20,65
Metro_AlAziziyah,Metro_AlSudan,21,163
Metro_AlAziziyah,Metro_AlSudan,22,393
Metro_AlAziziyah,Metro_AlSudan,23,100
Metro_AlAziziyah,Metro_AlWaabQLM,0,4
Metro_AlAziziyah,Metro_AlWaabQLM,1,7
Metro_AlAziziyah,Metro_AlWaabQLM,2,4
Metro_AlAziziyah,Metro_AlWaabQLM,6,2
Metro_AlAziziyah,Metro_AlWaabQLM,7,1
Metro_AlAziziyah,Metro_AlWaabQLM,8,3
Metro_AlAziziyah,Metro_AlWaabQLM,9,2
Metro_AlAziziyah,Metro_AlWaabQLM,10,9
Metro_AlAziziyah,Metro_AlWaabQLM,11,1
Metro_AlAziziyah,Metro_AlWaabQLM,12,10
Metro_AlAziziyah,Metro_AlWaabQLM,13,7
Metro_AlAziziyah,Metro_AlWaabQLM,14,1
Metro_AlAziziyah,Metro_AlWaabQLM,15,10
Metro_AlAziziyah,Metro_AlWaabQLM,17,1
Metro_AlAziziyah,Metro_AlWaabQLM,18,1
Metro_AlAziziyah,Metro_AlWaabQLM,20,4
Metro_AlAziziyah,Metro_AlWaabQLM,21,5
Metro_AlAziziyah,Metro_AlWaabQLM,22,36
Metro_AlAziziyah,Metro_AlWaabQLM,23,64
Metro_AlAziziyah,Metro_AlWakra,0,256
Metro_AlAziziyah,Metro_AlWakra,1,336
Metro_AlAziziyah,Metro_AlWakra,2,162
Metro_AlAziziyah,Metro_AlWakra,3,20
Metro_AlAziziyah,Metro_AlWakra,6,7
Metro_AlAziziyah,Metro_AlWakra,7,34
Metro_AlAziziyah,Metro_AlWakra,8,41
Metro_AlAziziyah,Metro_AlWakra,9,103
Metro_AlAziziyah,Metro_AlWakra,10,232
Metro_AlAziziyah,Metro_AlWakra,11,343
Metro_AlAziziyah,Metro_AlWakra,12,477
Metro_AlAziziyah,Metro_AlWakra,13,557
Metro_AlAziziyah,Metro_AlWakra,14,543
Metro_AlAziziyah,Metro_AlWakra,15,442
Metro_AlAziziyah,Metro_AlWakra,16,357
Metro_AlAziziyah,Metro_AlWakra,17,215
Metro_AlAziziyah,Metro_AlWakra,18,218
Metro_AlAziziyah,Metro_AlWakra,19,110
Metro_AlAziziyah,Metro_AlWakra,20,240
Metro_AlAziziyah,Metro_AlWakra,21,143
Metro_AlAziziyah,Metro_AlWakra,23,7
Metro_AlAziziyah,Metro_BinMahmoud,0,72
Metro_AlAziziyah,Metro_BinMahmoud,1,69
Metro_AlAziziyah,Metro_BinMahmoud,2,50
Metro_AlAziziyah,Metro_BinMahmoud,3,20
Metro_AlAziziyah,Metro_BinMahmoud,6,14
Metro_AlAziziyah,Metro_BinMahmoud,7,15
Metro_AlAziziyah,Metro_BinMahmoud,8,22
Metro_AlAziziyah,Metro_BinMahmoud,9,64
Metro_AlAziziyah,Metro_BinMahmoud,10,187
Metro_AlAziziyah,Metro_BinMahmoud,11,232
Metro_AlAziziyah,Metro_BinMahmoud,12,224
Metro_AlAziziyah,Metro_BinMahmoud,13,236
Metro_AlAziziyah,Metro_BinMahmoud,14,216
Metro_AlAziziyah,Metro_BinMahmoud,15,117
Metro_AlAziziyah,Metro_BinMahmoud,16,73
Metro_AlAziziyah,Metro_BinMahmoud,17,57
Metro_AlAziziyah,Metro_BinMahmoud,18,45
Metro_AlAziziyah,Metro_BinMahmoud,19,13
Metro_AlAziziyah,Metro_BinMahmoud,20,58
Metro_AlAziziyah,Metro_BinMahmoud,21,5975
Metro_AlAziziyah,Metro_BinMahmoud,22,7728
Metro_AlAziziyah,Metro_BinMahmoud,23,1
Metro_AlAziziyah,Metro_Corniche,0,259
Metro_AlAziziyah,Metro_Corniche,1,306
Metro_AlAziziyah,Metro_Corniche,2,58
Metro_AlAziziyah,Metro_Corniche,3,1
Metro_AlAziziyah,Metro_Corniche,8,1
Metro_AlAziziyah,Metro_Corniche,9,15
Metro_AlAziziyah,Metro_Corniche,10,57
Metro_AlAziziyah,Metro_Corniche,11,207
Metro_AlAziziyah,Metro_Corniche,12,422
Metro_AlAziziyah,Metro_Corniche,13,663
Metro_AlAziziyah,Metro_Corniche,14,752
Metro_AlAziziyah,Metro_Corniche,15,734
Metro_AlAziziyah,Metro_Corniche,16,613
Metro_AlAziziyah,Metro_Corniche,17,313
Metro_AlAziziyah,Metro_Corniche,18,248
Metro_AlAziziyah,Metro_Corniche,19,156
Metro_AlAziziyah,Metro_Corniche,20,753
Metro_AlAziziyah,Metro_Corniche,21,741
Metro_AlAziziyah,Metro_Corniche,23,1
Metro_AlAziziyah,Metro_DECC,0,28
Metro_AlAziziyah,Metro_DECC,1,80
Metro_AlAziziyah,Metro_DECC,2,19
Metro_AlAziziyah,Metro_DECC,3,4
Metro_AlAziziyah,Metro_DECC,6,14
Metro_AlAziziyah,Metro_DECC,7,17
Metro_AlAziziyah,Metro_DECC,8,34
Metro_AlAziziyah,Metro_DECC,9,55
Metro_AlAziziyah,Metro_DECC,10,89
Metro_AlAziziyah,Metro_DECC,11,137
Metro_AlAziziyah,Metro_DECC,12,147
Metro_AlAziziyah,Metro_DECC,13,185
Metro_AlAziziyah,Metro_DECC,14,241
Metro_AlAziziyah,Metro_DECC,15,160
Metro_AlAziziyah,Metro_DECC,16,145
Metro_AlAziziyah,Metro_DECC,17,70
Metro_AlAziziyah,Metro_DECC,18,73
Metro_AlAziziyah,Metro_DECC,19,36
Metro_AlAziziyah,Metro_DECC,20,100
Metro_AlAziziyah,Metro_DECC,21,194
Metro_AlAziziyah,Metro_DECC,23,1
Metro_AlAziziyah,Metro_EducationCity,0,10
Metro_AlAziziyah,Metro_EducationCity,1,14
Metro_AlAziziyah,Metro_EducationCity,2,3
Metro_AlAziziyah,Metro_EducationCity,8,11
Metro_AlAziziyah,Metro_EducationCity,9,17
Metro_AlAziziyah,Metro_EducationCity,10,39
Metro_AlAziziyah,Metro_EducationCity,11,61
Metro_AlAziziyah,Metro_EducationCity,12,71
Metro_AlAziziyah,Metro_EducationCity,13,100
Metro_AlAziziyah,Metro_EducationCity,14,64
Metro_AlAziziyah,Metro_EducationCity,15,39
Metro_AlAziziyah,Metro_EducationCity,16,17
Metro_AlAziziyah,Metro_EducationCity,17,7
Metro_AlAziziyah,Metro_EducationCity,18,4
Metro_AlAziziyah,Metro_EducationCity,19,1
Metro_AlAziziyah,Metro_EducationCity,20,13
Metro_AlAziziyah,Metro_EducationCity,21,15
Metro_AlAziziyah,Metro_FreeZone,0,19
Metro_AlAziziyah,Metro_FreeZone,1,19
Metro_AlAziziyah,Metro_FreeZone,2,26
Metro_AlAziziyah,Metro_FreeZone,3,6
Metro_AlAziziyah,Metro_FreeZone,6,2
Metro_AlAziziyah,Metro_FreeZone,7,7
Metro_AlAziziyah,Metro_FreeZone,8,8
Metro_AlAziziyah,Metro_FreeZone,9,23
Metro_AlAziziyah,Metro_FreeZone,10,16
Metro_AlAziziyah,Metro_FreeZone,11,78
Metro_AlAziziyah,Metro_FreeZone,12,46
Metro_AlAziziyah,Metro_FreeZone,13,32
Metro_AlAziziyah,Metro_FreeZone,14,57
Metro_AlAziziyah,Metro_FreeZone,15,62
Metro_AlAziziyah,Metro_FreeZone,16,33
Metro_AlAziziyah,Metro_FreeZone,17,59
Metro_AlAziziyah,Metro_FreeZone,18,57
Metro_AlAziziyah,Metro_FreeZone,19,130
Metro_AlAziziyah,Metro_FreeZone,20,85
Metro_AlAziziyah,Metro_FreeZone,21,205
Metro_AlAziziyah,Metro_HamadHospital,2,1
Metro_AlAziziyah,Metro_HamadHospital,11,1
Metro_AlAziziyah,Metro_HamadHospital,12,1
Metro_AlAziziyah,Metro_HamadHospital,21,3
Metro_AlAziziyah,Metro_HamadIntlAirportT1,0,5
Metro_AlAziziyah,Metro_HamadIntlAirportT1,6,1
Metro_AlAziziyah,Metro_HamadIntlAirportT1,8,1
Metro_AlAziziyah,Metro_HamadIntlAirportT1,9,46
Metro_AlAziziyah,Metro_HamadIntlAirportT1,10,128
Metro_AlAziziyah,Metro_HamadIntlAirportT1,11,152
Metro_AlAziziyah,Metro_HamadIntlAirportT1,12,339
Metro_AlAziziyah,Metro_HamadIntlAirportT1,13,428
Metro_AlAziziyah,Metro_HamadIntlAirportT1,14,376
Metro_AlAziziyah,Metro_HamadIntlAirportT1,15,491
Metro_AlAziziyah,Metro_HamadIntlAirportT1,16,344
Metro_AlAziziyah,Metro_HamadIntlAirportT1,17,197
Metro_AlAziziyah,Metro_HamadIntlAirportT1,18,153
Metro_AlAziziyah,Metro_HamadIntlAirportT1,19,34
Metro_AlAziziyah,Metro_HamadIntlAirportT1,20,3098
Metro_AlAziziyah,Metro_HamadIntlAirportT1,21,164
Metro_AlAziziyah,Metro_Joaan,0,67
Metro_AlAziziyah,Metro_Joaan,1,104
Metro_AlAziziyah,Metro_Joaan,2,60
Metro_AlAziziyah,Metro_Joaan,3,9
Metro_AlAziziyah,Metro_Joaan,6,3
Metro_AlAziziyah,Metro_Joaan,7,10
Metro_AlAziziyah,Metro_Joaan,8,20
Metro_AlAziziyah,Metro_Joaan,9,53
Metro_AlAziziyah,Metro_Joaan,10,166
Metro_AlAziziyah,Metro_Joaan,11,266
Metro_AlAziziyah,Metro_Joaan,12,232
Metro_AlAziziyah,Metro_Joaan,13,238
Metro_AlAziziyah,Metro_Joaan,14,194
Metro_AlAziziyah,Metro_Joaan,15,136
Metro_AlAziziyah,Metro_Joaan,16,92
Metro_AlAziziyah,Metro_Joaan,17,49
Metro_AlAziziyah,Metro_Joaan,18,48
Metro_AlAziziyah,Metro_Joaan,19,21
Metro_AlAziziyah,Metro_Joaan,20,99
Metro_AlAziziyah,Metro_Joaan,21,294
Metro_AlAziziyah,Metro_Joaan,22,176
Metro_AlAziziyah,Metro_Joaan,23,97
Metro_AlAziziyah,Metro_Katara,0,10
Metro_AlAziziyah,Metro_Katara,1,11
Metro_AlAziziyah,Metro_Katara,2,5
Metro_AlAziziyah,Metro_Katara,7,26
Metro_AlAziziyah,Metro_Katara,8,49
Metro_AlAziziyah,Metro_Katara,9,46
Metro_AlAziziyah,Metro_Katara,10,89
Metro_AlAziziyah,Metro_Katara,11,149
Metro_AlAziziyah,Metro_Katara,12,160
Metro_AlAziziyah,Metro_Katara,13,147
Metro_AlAziziyah,Metro_Katara,14,145
Metro_AlAziziyah,Metro_Katara,15,96
Metro_AlAziziyah,Metro_Katara,16,68
Metro_AlAziziyah,Metro_Katara,17,52
Metro_AlAziziyah,Metro_Katara,18,47
Metro_AlAziziyah,Metro_Katara,19,14
Metro_AlAziziyah,Metro_Katara,20,27
Metro_AlAziziyah,Metro_Katara,21,67
Metro_AlAziziyah,Metro_Legtaifiya,0,45
Metro_AlAziziyah,Metro_Legtaifiya,1,51
Metro_AlAziziyah,Metro_Legtaifiya,2,39
Metro_AlAziziyah,Metro_Legtaifiya,3,1
Metro_AlAziziyah,Metro_Legtaifiya,6,2
Metro_AlAziziyah,Metro_Legtaifiya,7,6
Metro_AlAziziyah,Metro_Legtaifiya,8,11
Metro_AlAziziyah,Metro_Legtaifiya,9,106
Metro_AlAziziyah,Metro_Legtaifiya,10,211
Metro_AlAziziyah,Metro_Legtaifiya,11,312
Metro_AlAziziyah,Metro_Legtaifiya,12,393
Metro_AlAziziyah,Metro_Legtaifiya,13,411
Metro_AlAziziyah,Metro_Legtaifiya,14,345
Metro_AlAziziyah,Metro_Legtaifiya,15,258
Metro_AlAziziyah,Metro_Legtaifiya,16,159
Metro_AlAziziyah,Metro_Legtaifiya,17,79
Metro_AlAziziyah,Metro_Legtaifiya,18,88
Metro_AlAziziyah,Metro_Legtaifiya,19,27
Metro_AlAziziyah,Metro_Legtaifiya,20,119
Metro_AlAziziyah,Metro_Legtaifiya,21,75
Metro_AlAziziyah,Metro_Legtaifiya,23,1
Metro_AlAziziyah,Metro_Lusail,0,28
Metro_AlAziziyah,Metro_Lusail,1,22
Metro_AlAziziyah,Metro_Lusail,2,23
Metro_AlAziziyah,Metro_Lusail,3,8
Metro_AlAziziyah,Metro_Lusail,6,3
Metro_AlAziziyah,Metro_Lusail,7,3
Metro_AlAziziyah,Metro_Lusail,8,12
Metro_AlAziziyah,Metro_Lusail,9,37
Metro_AlAziziyah,Metro_Lusail,10,46
Metro_AlAziziyah,Metro_Lusail,11,163
Metro_AlAziziyah,Metro_Lusail,12,420
Metro_AlAziziyah,Metro_Lusail,13,436
Metro_AlAziziyah,Metro_Lusail,14,525
Metro_AlAziziyah,Metro_Lusail,15,495
Metro_AlAziziyah,Metro_Lusail,16,383
Metro_AlAziziyah,Metro_Lusail,17,228
Metro_AlAziziyah,Metro_Lusail,18,216
Metro_AlAziziyah,Metro_Lusail,19,129
Metro_AlAziziyah,Metro_Lusail,20,521
Metro_AlAziziyah,Metro_Lusail,21,64
Metro_AlAziziyah,Metro_MsheirebConcourse,0,40
Metro_AlAziziyah,Metro_MsheirebConcourse,1,78
Metro_AlAziziyah,Metro_MsheirebConcourse,2,24
Metro_AlAziziyah,Metro_MsheirebConcourse,3,1
Metro_AlAziziyah,Metro_MsheirebConcourse,6,4
Metro_AlAziziyah,Metro_MsheirebConcourse,7,8
Metro_AlAziziyah,Metro_MsheirebConcourse,8,37
Metro_AlAziziyah,Metro_MsheirebConcourse,9,49
Metro_AlAziziyah,Metro_MsheirebConcourse,10,137
Metro_AlAziziyah,Metro_MsheirebConcourse,11,179
Metro_AlAziziyah,Metro_MsheirebConcourse,12,223
Metro_AlAziziyah,Metro_MsheirebConcourse,13,168
Metro_AlAziziyah,Metro_MsheirebConcourse,14,128
Metro_AlAziziyah,Metro_MsheirebConcourse,15,86
Metro_AlAziziyah,Metro_MsheirebConcourse,16,55
Metro_AlAziziyah,Metro_MsheirebConcourse,17,39
Metro_AlAziziyah,Metro_MsheirebConcourse,18,33
Metro_AlAziziyah,Metro_MsheirebConcourse,19,16
Metro_AlAziziyah,Metro_MsheirebConcourse,20,44
Metro_AlAziziyah,Metro_MsheirebConcourse,21,51
Metro_AlAziziyah,Metro_MsheirebConcourse,23,1
Metro_AlAziziyah,Metro_MsheirebGoldPlatformEastBound,21,1466
Metro_AlAziziyah,Metro_MsheirebRedAndGreenPlatformNorthBound,21,168
Metro_AlAziziyah,Metro_MsheirebRedAndGreenPlatformSouthBound,21,84
Metro_AlAziziyah,Metro_NationalMuseum,0,18
Metro_AlAziziyah,Metro_NationalMuseum,1,54
Metro_AlAziziyah,Metro_NationalMuseum,2,24
Metro_AlAziziyah,Metro_NationalMuseum,3,11
Metro_AlAziziyah,Metro_NationalMuseum,6,8
Metro_AlAziziyah,Metro_NationalMuseum,7,3
Metro_AlAziziyah,Metro_NationalMuseum,8,18
Metro_AlAziziyah,Metro_NationalMuseum,9,42
Metro_AlAziziyah,Metro_NationalMuseum,10,92
Metro_AlAziziyah,Metro_NationalMuseum,11,110
Metro_AlAziziyah,Metro_NationalMuseum,12,159
Metro_AlAziziyah,Metro_NationalMuseum,13,118
Metro_AlAziziyah,Metro_NationalMuseum,14,141
Metro_AlAziziyah,Metro_NationalMuseum,15,75
Metro_AlAziziyah,Metro_NationalMuseum,16,53
Metro_AlAziziyah,Metro_NationalMuseum,17,81
Metro_AlAziziyah,Metro_NationalMuseum,18,55
Metro_AlAziziyah,Metro_NationalMuseum,19,24
Metro_AlAziziyah,Metro_NationalMuseum,20,41
Metro_AlAziziyah,Metro_NationalMuseum,21,37
Metro_AlAziziyah,Metro_NationalMuseum,23,1
Metro_AlAziziyah,Metro_OqbaIbnNafie,0,31
Metro_AlAziziyah,Metro_OqbaIbnNafie,1,36
Metro_AlAziziyah,Metro_OqbaIbnNafie,2,65
Metro_AlAziziyah,Metro_OqbaIbnNafie,3,18
Metro_AlAziziyah,Metro_OqbaIbnNafie,6,3
Metro_AlAziziyah,Metro_OqbaIbnNafie,7,6
Metro_AlAziziyah,Metro_OqbaIbnNafie,8,12
Metro_AlAziziyah,Metro_OqbaIbnNafie,9,23
