origin,destination,dayhour,value
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,8,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,9,7
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,10,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,11,7
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,12,9
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,13,6
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,14,4
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,15,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,16,4
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,18,2
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,20,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,22,10
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,23,12
Metro_AlAziziyah,Metro_AlRiffa,0,4
Metro_AlAziziyah,Metro_AlRiffa,1,9
Metro_AlAziziyah,Metro_AlRiffa,8,1
Metro_AlAziziyah,Metro_AlRiffa,9,15
Metro_AlAziziyah,Metro_AlRiffa,10,148
Metro_AlAziziyah,Metro_AlRiffa,11,354
Metro_AlAziziyah,Metro_AlRiffa,12,233
Metro_AlAziziyah,Metro_AlRiffa,13,104
Metro_AlAziziyah,Metro_AlRiffa,14,21
Metro_AlAziziyah,Metro_AlRiffa,15,18
Metro_AlAziziyah,Metro_AlRiffa,16,3
Metro_AlAziziyah,Metro_AlRiffa,18,1
Metro_AlAziziyah,Metro_AlRiffa,19,2
Metro_AlAziziyah,Metro_AlRiffa,20,7
Metro_AlAziziyah,Metro_AlRiffa,21,15
Metro_AlAziziyah,Metro_AlRiffa,22,21
Metro_AlAziziyah,Metro_AlRiffa,23,3
Metro_AlAziziyah,Metro_AlSadd,0,23
Metro_AlAziziyah,Metro_AlSadd,1,50
Metro_AlAziziyah,Metro_AlSadd,2,20
Metro_AlAziziyah,Metro_AlSadd,3,10
Metro_AlAziziyah,Metro_AlSadd,6,9
Metro_AlAziziyah,Metro_AlSadd,7,8
Metro_AlAziziyah,Metro_AlSadd,8,18
Metro_AlAziziyah,Metro_AlSadd,9,56
Metro_AlAziziyah,Metro_AlSadd,10,65
Metro_AlAziziyah,Metro_AlSadd,11,85
Metro_AlAziziyah,Metro_AlSadd,12,74
Metro_AlAziziyah,Metro_AlSadd,13,110
Metro_AlAziziyah,Metro_AlSadd,14,70
Metro_AlAziziyah,Metro_AlSadd,15,37
Metro_AlAziziyah,Metro_AlSadd,16,25
Metro_AlAziziyah,Metro_AlSadd,17,26
Metro_AlAziziyah,Metro_AlSadd,18,27
Metro_AlAziziyah,Metro_AlSadd,19,19
Metro_AlAziziyah,Metro_AlSadd,20,22
Metro_AlAziziyah,Metro_AlSadd,21,23
Metro_AlAziziyah,Metro_AlSadd,22,40
Metro_AlAziziyah,Metro_AlSadd,23,660
Metro_AlAziziyah,Metro_AlShaqab,0,2
Metro_AlAziziyah,Metro_AlShaqab,2,1
Metro_AlAziziyah,Metro_AlShaqab,10,4
Metro_AlAziziyah,Metro_AlShaqab,11,2
Metro_AlAziziyah,Metro_AlShaqab,12,6
Metro_AlAziziyah,Metro_AlShaqab,13,6
Metro_AlAziziyah,Metro_AlShaqab,14,8
Metro_AlAziziyah,Metro_AlShaqab,15,5
Metro_AlAziziyah,Metro_AlShaqab,16,5
Metro_AlAziziyah,Metro_AlShaqab,17,1
Metro_AlAziziyah,Metro_AlShaqab,18,3
Metro_AlAziziyah,Metro_AlShaqab,19,1
Metro_AlAziziyah,Metro_AlShaqab,20,5
Metro_AlAziziyah,Metro_AlShaqab,22,1
Metro_AlAziziyah,Metro_AlShaqab,23,1
Metro_AlAziziyah,Metro_AlSudan,0,49
Metro_AlAziziyah,Metro_AlSudan,1,66
Metro_AlAziziyah,Metro_AlSudan,2,44
Metro_AlAziziyah,Metro_AlSudan,3,14
Metro_AlAziziyah,Metro_AlSudan,6,5
Metro_AlAziziyah,Metro_AlSudan,7,5
Metro_AlAziziyah,Metro_AlSudan,8,18
Metro_AlAziziyah,Metro_AlSudan,9,45
Metro_AlAziziyah,Metro_AlSudan,10,63
Metro_AlAziziyah,Metro_AlSudan,11,88
Metro_AlAziziyah,Metro_AlSudan,12,91
Metro_AlAziziyah,Metro_AlSudan,13,114
Metro_AlAziziyah,Metro_AlSudan,14,73
Metro_AlAziziyah,Metro_AlSudan,15,31
Metro_AlAziziyah,Metro_AlSudan,16,43
Metro_AlAziziyah,Metro_AlSudan,17,34
Metro_AlAziziyah,Metro_AlSudan,18,26
Metro_AlAziziyah,Metro_AlSudan,19,15
Metro_AlAziziyah,Metro_AlSudan,20,10
Metro_AlAziziyah,Metro_AlSudan,21,52
Metro_AlAziziyah,Metro_AlSudan,22,68
Metro_AlAziziyah,Metro_AlSudan,23,1647
Metro_AlAziziyah,Metro_AlWaabQLM,0,1
Metro_AlAziziyah,Metro_AlWaabQLM,1,8
Metro_AlAziziyah,Metro_AlWaabQLM,2,9
Metro_AlAziziyah,Metro_AlWaabQLM,3,7
Metro_AlAziziyah,Metro_AlWaabQLM,6,3
Metro_AlAziziyah,Metro_AlWaabQLM,8,4
Metro_AlAziziyah,Metro_AlWaabQLM,9,1
Metro_AlAziziyah,Metro_AlWaabQLM,10,2
Metro_AlAziziyah,Metro_AlWaabQLM,11,6
Metro_AlAziziyah,Metro_AlWaabQLM,12,4
Metro_AlAziziyah,Metro_AlWaabQLM,13,2
Metro_AlAziziyah,Metro_AlWaabQLM,14,4
Metro_AlAziziyah,Metro_AlWaabQLM,19,1
Metro_AlAziziyah,Metro_AlWaabQLM,21,1
Metro_AlAziziyah,Metro_AlWaabQLM,22,1
Metro_AlAziziyah,Metro_AlWaabQLM,23,773
Metro_AlAziziyah,Metro_AlWakra,0,243
Metro_AlAziziyah,Metro_AlWakra,1,376
Metro_AlAziziyah,Metro_AlWakra,2,189
Metro_AlAziziyah,Metro_AlWakra,3,34
Metro_AlAziziyah,Metro_AlWakra,6,25
Metro_AlAziziyah,Metro_AlWakra,7,53
Metro_AlAziziyah,Metro_AlWakra,8,85
Metro_AlAziziyah,Metro_AlWakra,9,123
Metro_AlAziziyah,Metro_AlWakra,10,220
Metro_AlAziziyah,Metro_AlWakra,11,323
Metro_AlAziziyah,Metro_AlWakra,12,394
Metro_AlAziziyah,Metro_AlWakra,13,409
Metro_AlAziziyah,Metro_AlWakra,14,434
Metro_AlAziziyah,Metro_AlWakra,15,330
Metro_AlAziziyah,Metro_AlWakra,16,246
Metro_AlAziziyah,Metro_AlWakra,17,238
Metro_AlAziziyah,Metro_AlWakra,18,205
Metro_AlAziziyah,Metro_AlWakra,19,149
Metro_AlAziziyah,Metro_AlWakra,20,146
Metro_AlAziziyah,Metro_AlWakra,21,202
Metro_AlAziziyah,Metro_AlWakra,22,303
Metro_AlAziziyah,Metro_AlWakra,23,7
Metro_AlAziziyah,Metro_BinMahmoud,0,90
Metro_AlAziziyah,Metro_BinMahmoud,1,86
Metro_AlAziziyah,Metro_BinMahmoud,2,33
Metro_AlAziziyah,Metro_BinMahmoud,3,8
Metro_AlAziziyah,Metro_BinMahmoud,4,2
Metro_AlAziziyah,Metro_BinMahmoud,6,7
Metro_AlAziziyah,Metro_BinMahmoud,7,13
Metro_AlAziziyah,Metro_BinMahmoud,8,20
Metro_AlAziziyah,Metro_BinMahmoud,9,88
Metro_AlAziziyah,Metro_BinMahmoud,10,148
Metro_AlAziziyah,Metro_BinMahmoud,11,195
Metro_AlAziziyah,Metro_BinMahmoud,12,217
Metro_AlAziziyah,Metro_BinMahmoud,13,201
Metro_AlAziziyah,Metro_BinMahmoud,14,145
Metro_AlAziziyah,Metro_BinMahmoud,15,80
Metro_AlAziziyah,Metro_BinMahmoud,16,53
Metro_AlAziziyah,Metro_BinMahmoud,17,45
Metro_AlAziziyah,Metro_BinMahmoud,18,40
Metro_AlAziziyah,Metro_BinMahmoud,19,63
Metro_AlAziziyah,Metro_BinMahmoud,20,31
Metro_AlAziziyah,Metro_BinMahmoud,21,56
Metro_AlAziziyah,Metro_BinMahmoud,22,80
Metro_AlAziziyah,Metro_BinMahmoud,23,3358
Metro_AlAziziyah,Metro_Corniche,0,265
Metro_AlAziziyah,Metro_Corniche,1,250
Metro_AlAziziyah,Metro_Corniche,2,26
Metro_AlAziziyah,Metro_Corniche,3,2
Metro_AlAziziyah,Metro_Corniche,7,4
Metro_AlAziziyah,Metro_Corniche,8,4
Metro_AlAziziyah,Metro_Corniche,9,15
Metro_AlAziziyah,Metro_Corniche,10,100
Metro_AlAziziyah,Metro_Corniche,11,315
Metro_AlAziziyah,Metro_Corniche,12,518
Metro_AlAziziyah,Metro_Corniche,13,738
Metro_AlAziziyah,Metro_Corniche,14,803
Metro_AlAziziyah,Metro_Corniche,15,610
Metro_AlAziziyah,Metro_Corniche,16,429
Metro_AlAziziyah,Metro_Corniche,17,286
Metro_AlAziziyah,Metro_Corniche,18,296
Metro_AlAziziyah,Metro_Corniche,19,342
Metro_AlAziziyah,Metro_Corniche,20,287
Metro_AlAziziyah,Metro_Corniche,21,999
Metro_AlAziziyah,Metro_Corniche,22,1175
Metro_AlAziziyah,Metro_Corniche,23,365
Metro_AlAziziyah,Metro_DECC,0,45
Metro_AlAziziyah,Metro_DECC,1,54
Metro_AlAziziyah,Metro_DECC,2,19
Metro_AlAziziyah,Metro_DECC,3,9
Metro_AlAziziyah,Metro_DECC,4,1
Metro_AlAziziyah,Metro_DECC,6,12
Metro_AlAziziyah,Metro_DECC,7,18
Metro_AlAziziyah,Metro_DECC,8,10
Metro_AlAziziyah,Metro_DECC,9,50
Metro_AlAziziyah,Metro_DECC,10,82
Metro_AlAziziyah,Metro_DECC,11,136
Metro_AlAziziyah,Metro_DECC,12,124
Metro_AlAziziyah,Metro_DECC,13,161
Metro_AlAziziyah,Metro_DECC,14,153
Metro_AlAziziyah,Metro_DECC,15,104
Metro_AlAziziyah,Metro_DECC,16,124
Metro_AlAziziyah,Metro_DECC,17,74
Metro_AlAziziyah,Metro_DECC,18,56
Metro_AlAziziyah,Metro_DECC,19,59
Metro_AlAziziyah,Metro_DECC,20,38
Metro_AlAziziyah,Metro_DECC,21,49
Metro_AlAziziyah,Metro_DECC,22,111
Metro_AlAziziyah,Metro_DECC,23,73
Metro_AlAziziyah,Metro_EducationCity,0,14
Metro_AlAziziyah,Metro_EducationCity,1,17
Metro_AlAziziyah,Metro_EducationCity,2,1
Metro_AlAziziyah,Metro_EducationCity,3,8
Metro_AlAziziyah,Metro_EducationCity,7,2
Metro_AlAziziyah,Metro_EducationCity,8,4
Metro_AlAziziyah,Metro_EducationCity,9,20
Metro_AlAziziyah,Metro_EducationCity,10,30
Metro_AlAziziyah,Metro_EducationCity,11,71
Metro_AlAziziyah,Metro_EducationCity,12,50
Metro_AlAziziyah,Metro_EducationCity,13,43
Metro_AlAziziyah,Metro_EducationCity,14,58
Metro_AlAziziyah,Metro_EducationCity,15,21
Metro_AlAziziyah,Metro_EducationCity,16,9
Metro_AlAziziyah,Metro_EducationCity,17,3
Metro_AlAziziyah,Metro_EducationCity,19,2
Metro_AlAziziyah,Metro_EducationCity,20,7
Metro_AlAziziyah,Metro_EducationCity,21,10
Metro_AlAziziyah,Metro_EducationCity,22,17
Metro_AlAziziyah,Metro_FreeZone,0,18
Metro_AlAziziyah,Metro_FreeZone,1,9
Metro_AlAziziyah,Metro_FreeZone,2,28
Metro_AlAziziyah,Metro_FreeZone,3,3
Metro_AlAziziyah,Metro_FreeZone,6,2
Metro_AlAziziyah,Metro_FreeZone,7,10
Metro_AlAziziyah,Metro_FreeZone,8,6
Metro_AlAziziyah,Metro_FreeZone,9,16
Metro_AlAziziyah,Metro_FreeZone,10,17
Metro_AlAziziyah,Metro_FreeZone,11,47
Metro_AlAziziyah,Metro_FreeZone,12,45
Metro_AlAziziyah,Metro_FreeZone,13,149
Metro_AlAziziyah,Metro_FreeZone,14,209
Metro_AlAziziyah,Metro_FreeZone,15,175
Metro_AlAziziyah,Metro_FreeZone,16,17
Metro_AlAziziyah,Metro_FreeZone,17,12
Metro_AlAziziyah,Metro_FreeZone,18,22
Metro_AlAziziyah,Metro_FreeZone,19,28
Metro_AlAziziyah,Metro_FreeZone,20,13
Metro_AlAziziyah,Metro_FreeZone,21,6
Metro_AlAziziyah,Metro_FreeZone,22,52
Metro_AlAziziyah,Metro_FreeZone,23,28
Metro_AlAziziyah,Metro_HamadHospital,23,5
Metro_AlAziziyah,Metro_HamadIntlAirportT1,0,5
Metro_AlAziziyah,Metro_HamadIntlAirportT1,2,1
Metro_AlAziziyah,Metro_HamadIntlAirportT1,6,1
Metro_AlAziziyah,Metro_HamadIntlAirportT1,7,5
Metro_AlAziziyah,Metro_HamadIntlAirportT1,8,5
Metro_AlAziziyah,Metro_HamadIntlAirportT1,9,49
Metro_AlAziziyah,Metro_HamadIntlAirportT1,10,131
Metro_AlAziziyah,Metro_HamadIntlAirportT1,11,153
Metro_AlAziziyah,Metro_HamadIntlAirportT1,12,310
Metro_AlAziziyah,Metro_HamadIntlAirportT1,13,303
Metro_AlAziziyah,Metro_HamadIntlAirportT1,14,456
Metro_AlAziziyah,Metro_HamadIntlAirportT1,15,403
Metro_AlAziziyah,Metro_HamadIntlAirportT1,16,183
Metro_AlAziziyah,Metro_HamadIntlAirportT1,17,84
Metro_AlAziziyah,Metro_HamadIntlAirportT1,18,105
Metro_AlAziziyah,Metro_HamadIntlAirportT1,19,51
Metro_AlAziziyah,Metro_HamadIntlAirportT1,20,18
Metro_AlAziziyah,Metro_HamadIntlAirportT1,21,3299
Metro_AlAziziyah,Metro_HamadIntlAirportT1,22,2335
Metro_AlAziziyah,Metro_HamadIntlAirportT1,23,44
Metro_AlAziziyah,Metro_Joaan,0,37
Metro_AlAziziyah,Metro_Joaan,1,119
Metro_AlAziziyah,Metro_Joaan,2,55
Metro_AlAziziyah,Metro_Joaan,3,22
Metro_AlAziziyah,Metro_Joaan,4,2
Metro_AlAziziyah,Metro_Joaan,6,15
Metro_AlAziziyah,Metro_Joaan,7,12
Metro_AlAziziyah,Metro_Joaan,8,16
Metro_AlAziziyah,Metro_Joaan,9,96
Metro_AlAziziyah,Metro_Joaan,10,157
Metro_AlAziziyah,Metro_Joaan,11,210
Metro_AlAziziyah,Metro_Joaan,12,184
Metro_AlAziziyah,Metro_Joaan,13,204
Metro_AlAziziyah,Metro_Joaan,14,117
Metro_AlAziziyah,Metro_Joaan,15,104
Metro_AlAziziyah,Metro_Joaan,16,79
Metro_AlAziziyah,Metro_Joaan,17,52
Metro_AlAziziyah,Metro_Joaan,18,34
Metro_AlAziziyah,Metro_Joaan,19,47
Metro_AlAziziyah,Metro_Joaan,20,37
Metro_AlAziziyah,Metro_Joaan,21,35
Metro_AlAziziyah,Metro_Joaan,22,132
Metro_AlAziziyah,Metro_Joaan,23,1181
Metro_AlAziziyah,Metro_Katara,0,2
Metro_AlAziziyah,Metro_Katara,1,22
Metro_AlAziziyah,Metro_Katara,2,6
Metro_AlAziziyah,Metro_Katara,6,8
Metro_AlAziziyah,Metro_Katara,7,15
Metro_AlAziziyah,Metro_Katara,8,24
Metro_AlAziziyah,Metro_Katara,9,61
Metro_AlAziziyah,Metro_Katara,10,130
Metro_AlAziziyah,Metro_Katara,11,132
Metro_AlAziziyah,Metro_Katara,12,100
Metro_AlAziziyah,Metro_Katara,13,132
Metro_AlAziziyah,Metro_Katara,14,84
Metro_AlAziziyah,Metro_Katara,15,71
Metro_AlAziziyah,Metro_Katara,16,70
Metro_AlAziziyah,Metro_Katara,17,32
Metro_AlAziziyah,Metro_Katara,18,30
Metro_AlAziziyah,Metro_Katara,19,30
Metro_AlAziziyah,Metro_Katara,20,15
Metro_AlAziziyah,Metro_Katara,21,18
Metro_AlAziziyah,Metro_Katara,22,26
Metro_AlAziziyah,Metro_Katara,23,32
Metro_AlAziziyah,Metro_Legtaifiya,0,61
Metro_AlAziziyah,Metro_Legtaifiya,1,92
Metro_AlAziziyah,Metro_Legtaifiya,2,43
Metro_AlAziziyah,Metro_Legtaifiya,3,1
Metro_AlAziziyah,Metro_Legtaifiya,6,1
Metro_AlAziziyah,Metro_Legtaifiya,7,18
Metro_AlAziziyah,Metro_Legtaifiya,8,26
Metro_AlAziziyah,Metro_Legtaifiya,9,82
Metro_AlAziziyah,Metro_Legtaifiya,10,191
Metro_AlAziziyah,Metro_Legtaifiya,11,283
Metro_AlAziziyah,Metro_Legtaifiya,12,303
Metro_AlAziziyah,Metro_Legtaifiya,13,243
Metro_AlAziziyah,Metro_Legtaifiya,14,292
Metro_AlAziziyah,Metro_Legtaifiya,15,153
Metro_AlAziziyah,Metro_Legtaifiya,16,111
Metro_AlAziziyah,Metro_Legtaifiya,17,72
Metro_AlAziziyah,Metro_Legtaifiya,18,63
Metro_AlAziziyah,Metro_Legtaifiya,19,63
Metro_AlAziziyah,Metro_Legtaifiya,20,79
Metro_AlAziziyah,Metro_Legtaifiya,21,99
Metro_AlAziziyah,Metro_Legtaifiya,22,234
Metro_AlAziziyah,Metro_Legtaifiya,23,1
Metro_AlAziziyah,Metro_Lusail,0,30
Metro_AlAziziyah,Metro_Lusail,1,23
Metro_AlAziziyah,Metro_Lusail,2,30
Metro_AlAziziyah,Metro_Lusail,3,8
Metro_AlAziziyah,Metro_Lusail,6,4
Metro_AlAziziyah,Metro_Lusail,7,6
Metro_AlAziziyah,Metro_Lusail,8,15
Metro_AlAziziyah,Metro_Lusail,9,33
Metro_AlAziziyah,Metro_Lusail,10,71
Metro_AlAziziyah,Metro_Lusail,11,260
Metro_AlAziziyah,Metro_Lusail,12,359
Metro_AlAziziyah,Metro_Lusail,13,501
Metro_AlAziziyah,Metro_Lusail,14,519
Metro_AlAziziyah,Metro_Lusail,15,348
Metro_AlAziziyah,Metro_Lusail,16,304
Metro_AlAziziyah,Metro_Lusail,17,180
Metro_AlAziziyah,Metro_Lusail,18,153
Metro_AlAziziyah,Metro_Lusail,19,201
Metro_AlAziziyah,Metro_Lusail,20,170
Metro_AlAziziyah,Metro_Lusail,21,224
Metro_AlAziziyah,Metro_Lusail,22,538
Metro_AlAziziyah,Metro_MsheirebConcourse,0,29
Metro_AlAziziyah,Metro_MsheirebConcourse,1,65
Metro_AlAziziyah,Metro_MsheirebConcourse,2,13
Metro_AlAziziyah,Metro_MsheirebConcourse,3,1
Metro_AlAziziyah,Metro_MsheirebConcourse,6,2
Metro_AlAziziyah,Metro_MsheirebConcourse,7,10
Metro_AlAziziyah,Metro_MsheirebConcourse,8,15
Metro_AlAziziyah,Metro_MsheirebConcourse,9,52
Metro_AlAziziyah,Metro_MsheirebConcourse,10,93
Metro_AlAziziyah,Metro_MsheirebConcourse,11,119
Metro_AlAziziyah,Metro_MsheirebConcourse,12,144
Metro_AlAziziyah,Metro_MsheirebConcourse,13,107
Metro_AlAziziyah,Metro_MsheirebConcourse,14,82
Metro_AlAziziyah,Metro_MsheirebConcourse,15,74
Metro_AlAziziyah,Metro_MsheirebConcourse,16,56
Metro_AlAziziyah,Metro_MsheirebConcourse,17,45
Metro_AlAziziyah,Metro_MsheirebConcourse,18,29
Metro_AlAziziyah,Metro_MsheirebConcourse,19,33
Metro_AlAziziyah,Metro_MsheirebConcourse,20,29
Metro_AlAziziyah,Metro_MsheirebConcourse,21,36
Metro_AlAziziyah,Metro_MsheirebConcourse,22,77
Metro_AlAziziyah,Metro_MsheirebConcourse,23,46
Metro_AlAziziyah,Metro_MsheirebGoldPlatformEastBound,22,5670
Metro_AlAziziyah,Metro_MsheirebGoldPlatformEastBound,23,1502
Metro_AlAziziyah,Metro_MsheirebRedAndGreenPlatformNorthBound,23,89
Metro_AlAziziyah,Metro_MsheirebRedAndGreenPlatformSouthBound,23,75
Metro_AlAziziyah,Metro_NationalMuseum,0,12
Metro_AlAziziyah,Metro_NationalMuseum,1,38
