origin,destination,dayhour,halfhour,quarterhour,value
Metro_AlAziziyah,Metro_AlBiddaConcourse,12,25,50,45
Metro_AlAziziyah,Metro_AlBiddaConcourse,12,25,51,35
Metro_AlAziziyah,Metro_AlBiddaConcourse,13,26,52,49
Metro_AlAziziyah,Metro_AlBiddaConcourse,13,26,53,54
Metro_AlAziziyah,Metro_AlBiddaConcourse,13,27,54,44
Metro_AlAziziyah,Metro_AlBiddaConcourse,13,27,55,64
Metro_AlAziziyah,Metro_AlBiddaConcourse,14,28,56,49
Metro_AlAziziyah,Metro_AlBiddaConcourse,14,28,57,56
Metro_AlAziziyah,Metro_AlBiddaConcourse,14,29,58,44
Metro_AlAziziyah,Metro_AlBiddaConcourse,14,29,59,27
Metro_AlAziziyah,Metro_AlBiddaConcourse,15,30,60,22
Metro_AlAziziyah,Metro_AlBiddaConcourse,15,30,61,27
Metro_AlAziziyah,Metro_AlBiddaConcourse,15,31,62,17
Metro_AlAziziyah,Metro_AlBiddaConcourse,15,31,63,18
Metro_AlAziziyah,Metro_AlBiddaConcourse,16,32,64,15
Metro_AlAziziyah,Metro_AlBiddaConcourse,16,32,65,17
Metro_AlAziziyah,Metro_AlBiddaConcourse,16,33,66,14
Metro_AlAziziyah,Metro_AlBiddaConcourse,16,33,67,5
Metro_AlAziziyah,Metro_AlBiddaConcourse,17,34,68,11
Metro_AlAziziyah,Metro_AlBiddaConcourse,17,34,69,9
Metro_AlAziziyah,Metro_AlBiddaConcourse,17,35,70,5
Metro_AlAziziyah,Metro_AlBiddaConcourse,17,35,71,6
Metro_AlAziziyah,Metro_AlBiddaConcourse,18,36,72,5
Metro_AlAziziyah,Metro_AlBiddaConcourse,18,36,73,4
Metro_AlAziziyah,Metro_AlBiddaConcourse,18,37,74,5
Metro_AlAziziyah,Metro_AlBiddaConcourse,18,37,75,4
Metro_AlAziziyah,Metro_AlBiddaConcourse,19,38,76,4
Metro_AlAziziyah,Metro_AlBiddaConcourse,19,38,77,11
Metro_AlAziziyah,Metro_AlBiddaConcourse,19,39,78,5
Metro_AlAziziyah,Metro_AlBiddaConcourse,19,39,79,5
Metro_AlAziziyah,Metro_AlBiddaConcourse,20,40,80,9
Metro_AlAziziyah,Metro_AlBiddaConcourse,20,40,81,6
Metro_AlAziziyah,Metro_AlBiddaConcourse,20,41,82,3
Metro_AlAziziyah,Metro_AlBiddaConcourse,20,41,83,2
Metro_AlAziziyah,Metro_AlBiddaConcourse,21,42,84,7
Metro_AlAziziyah,Metro_AlBiddaConcourse,21,42,85,4
Metro_AlAziziyah,Metro_AlBiddaConcourse,21,43,86,10
Metro_AlAziziyah,Metro_AlBiddaConcourse,21,43,87,6
Metro_AlAziziyah,Metro_AlBiddaConcourse,22,44,88,2
Metro_AlAziziyah,Metro_AlBiddaConcourse,22,44,89,6
Metro_AlAziziyah,Metro_AlBiddaConcourse,22,45,90,3
Metro_AlAziziyah,Metro_AlBiddaConcourse,22,45,91,3
Metro_AlAziziyah,Metro_AlBiddaConcourse,23,46,92,8
Metro_AlAziziyah,Metro_AlBiddaConcourse,23,46,93,2
Metro_AlAziziyah,Metro_AlBiddaConcourse,23,47,94,11
Metro_AlAziziyah,Metro_AlBiddaRedPlatformNorthBound,23,47,94,27
Metro_AlAziziyah,Metro_AlDohaAlJadeda,0,0,0,87
Metro_AlAziziyah,Metro_AlDohaAlJadeda,0,0,1,13
Metro_AlAziziyah,Metro_AlDohaAlJadeda,0,1,2,25
Metro_AlAziziyah,Metro_AlDohaAlJadeda,0,1,3,29
Metro_AlAziziyah,Metro_AlDohaAlJadeda,1,2,4,29
Metro_AlAziziyah,Metro_AlDohaAlJadeda,1,2,5,24
Metro_AlAziziyah,Metro_AlDohaAlJadeda,1,3,6,25
Metro_AlAziziyah,Metro_AlDohaAlJadeda,1,3,7,19
Metro_AlAziziyah,Metro_AlDohaAlJadeda,2,4,8,22
Metro_AlAziziyah,Metro_AlDohaAlJadeda,2,4,9,7
Metro_AlAziziyah,Metro_AlDohaAlJadeda,2,5,10,10
Metro_AlAziziyah,Metro_AlDohaAlJadeda,2,5,11,8
Metro_AlAziziyah,Metro_AlDohaAlJadeda,3,6,12,5
Metro_AlAziziyah,Metro_AlDohaAlJadeda,3,6,13,2
Metro_AlAziziyah,Metro_AlDohaAlJadeda,3,7,14,2
Metro_AlAziziyah,Metro_AlDohaAlJadeda,6,12,24,1
Metro_AlAziziyah,Metro_AlDohaAlJadeda,6,12,25,1
Metro_AlAziziyah,Metro_AlDohaAlJadeda,6,13,26,2
Metro_AlAziziyah,Metro_AlDohaAlJadeda,6,13,27,2
Metro_AlAziziyah,Metro_AlDohaAlJadeda,7,14,28,2
Metro_AlAziziyah,Metro_AlDohaAlJadeda,7,14,29,1
Metro_AlAziziyah,Metro_AlDohaAlJadeda,7,15,30,4
Metro_AlAziziyah,Metro_AlDohaAlJadeda,7,15,31,3
Metro_AlAziziyah,Metro_AlDohaAlJadeda,8,16,32,6
Metro_AlAziziyah,Metro_AlDohaAlJadeda,8,16,33,6
Metro_AlAziziyah,Metro_AlDohaAlJadeda,8,17,34,16
Metro_AlAziziyah,Metro_AlDohaAlJadeda,8,17,35,17
Metro_AlAziziyah,Metro_AlDohaAlJadeda,9,18,36,13
Metro_AlAziziyah,Metro_AlDohaAlJadeda,9,18,37,11
Metro_AlAziziyah,Metro_AlDohaAlJadeda,9,19,38,23
Metro_AlAziziyah,Metro_AlDohaAlJadeda,9,19,39,27
Metro_AlAziziyah,Metro_AlDohaAlJadeda,10,20,40,23
Metro_AlAziziyah,Metro_AlDohaAlJadeda,10,20,41,46
Metro_AlAziziyah,Metro_AlDohaAlJadeda,10,21,42,44
Metro_AlAziziyah,Metro_AlDohaAlJadeda,10,21,43,40
Metro_AlAziziyah,Metro_AlDohaAlJadeda,11,22,44,42
Metro_AlAziziyah,Metro_AlDohaAlJadeda,11,22,45,51
Metro_AlAziziyah,Metro_AlDohaAlJadeda,11,23,46,56
Metro_AlAziziyah,Metro_AlDohaAlJadeda,11,23,47,58
Metro_AlAziziyah,Metro_AlDohaAlJadeda,12,24,48,65
Metro_AlAziziyah,Metro_AlDohaAlJadeda,12,24,49,44
Metro_AlAziziyah,Metro_AlDohaAlJadeda,12,25,50,48
Metro_AlAziziyah,Metro_AlDohaAlJadeda,12,25,51,37
Metro_AlAziziyah,Metro_AlDohaAlJadeda,13,26,52,35
Metro_AlAziziyah,Metro_AlDohaAlJadeda,13,26,53,39
Metro_AlAziziyah,Metro_AlDohaAlJadeda,13,27,54,42
Metro_AlAziziyah,Metro_AlDohaAlJadeda,13,27,55,26
Metro_AlAziziyah,Metro_AlDohaAlJadeda,14,28,56,26
Metro_AlAziziyah,Metro_AlDohaAlJadeda,14,28,57,17
Metro_AlAziziyah,Metro_AlDohaAlJadeda,14,29,58,28
Metro_AlAziziyah,Metro_AlDohaAlJadeda,14,29,59,10
Metro_AlAziziyah,Metro_AlDohaAlJadeda,15,30,60,15
Metro_AlAziziyah,Metro_AlDohaAlJadeda,15,30,61,7
Metro_AlAziziyah,Metro_AlDohaAlJadeda,15,31,62,10
Metro_AlAziziyah,Metro_AlDohaAlJadeda,15,31,63,10
Metro_AlAziziyah,Metro_AlDohaAlJadeda,16,32,64,19
Metro_AlAziziyah,Metro_AlDohaAlJadeda,16,32,65,8
Metro_AlAziziyah,Metro_AlDohaAlJadeda,16,33,66,12
Metro_AlAziziyah,Metro_AlDohaAlJadeda,16,33,67,6
Metro_AlAziziyah,Metro_AlDohaAlJadeda,17,34,68,16
Metro_AlAziziyah,Metro_AlDohaAlJadeda,17,34,69,12
Metro_AlAziziyah,Metro_AlDohaAlJadeda,17,35,70,6
Metro_AlAziziyah,Metro_AlDohaAlJadeda,17,35,71,11
Metro_AlAziziyah,Metro_AlDohaAlJadeda,18,36,72,13
Metro_AlAziziyah,Metro_AlDohaAlJadeda,18,36,73,1
Metro_AlAziziyah,Metro_AlDohaAlJadeda,18,37,74,3
Metro_AlAziziyah,Metro_AlDohaAlJadeda,18,37,75,9
Metro_AlAziziyah,Metro_AlDohaAlJadeda,19,38,76,8
Metro_AlAziziyah,Metro_AlDohaAlJadeda,19,38,77,1
Metro_AlAziziyah,Metro_AlDohaAlJadeda,19,39,78,14
Metro_AlAziziyah,Metro_AlDohaAlJadeda,19,39,79,23
Metro_AlAziziyah,Metro_AlDohaAlJadeda,20,40,80,5
Metro_AlAziziyah,Metro_AlDohaAlJadeda,20,40,81,5
Metro_AlAziziyah,Metro_AlDohaAlJadeda,20,41,82,6
Metro_AlAziziyah,Metro_AlDohaAlJadeda,20,41,83,5
Metro_AlAziziyah,Metro_AlDohaAlJadeda,21,42,84,3
Metro_AlAziziyah,Metro_AlDohaAlJadeda,21,42,85,4
Metro_AlAziziyah,Metro_AlDohaAlJadeda,21,43,87,5
Metro_AlAziziyah,Metro_AlDohaAlJadeda,22,44,88,8
Metro_AlAziziyah,Metro_AlDohaAlJadeda,22,44,89,7
Metro_AlAziziyah,Metro_AlDohaAlJadeda,22,45,90,4
Metro_AlAziziyah,Metro_AlDohaAlJadeda,22,45,91,2
Metro_AlAziziyah,Metro_AlDohaAlJadeda,23,46,92,8
Metro_AlAziziyah,Metro_AlDohaAlJadeda,23,46,93,6
Metro_AlAziziyah,Metro_AlDohaAlJadeda,23,47,94,18
Metro_AlAziziyah,Metro_AlDohaAlJadeda,23,47,95,1
Metro_AlAziziyah,Metro_AlMansoura,0,0,0,108
Metro_AlAziziyah,Metro_AlMansoura,0,0,1,24
Metro_AlAziziyah,Metro_AlMansoura,0,1,2,38
Metro_AlAziziyah,Metro_AlMansoura,0,1,3,27
Metro_AlAziziyah,Metro_AlMansoura,1,2,4,56
Metro_AlAziziyah,Metro_AlMansoura,1,2,5,33
Metro_AlAziziyah,Metro_AlMansoura,1,3,6,47
Metro_AlAziziyah,Metro_AlMansoura,1,3,7,50
Metro_AlAziziyah,Metro_AlMansoura,2,4,8,35
Metro_AlAziziyah,Metro_AlMansoura,2,4,9,24
Metro_AlAziziyah,Metro_AlMansoura,2,5,10,24
Metro_AlAziziyah,Metro_AlMansoura,2,5,11,25
Metro_AlAziziyah,Metro_AlMansoura,3,6,12,19
Metro_AlAziziyah,Metro_AlMansoura,3,6,13,10
Metro_AlAziziyah,Metro_AlMansoura,3,7,14,6
Metro_AlAziziyah,Metro_AlMansoura,3,7,15,2
Metro_AlAziziyah,Metro_AlMansoura,6,12,24,1
Metro_AlAziziyah,Metro_AlMansoura,6,13,26,5
Metro_AlAziziyah,Metro_AlMansoura,6,13,27,1
Metro_AlAziziyah,Metro_AlMansoura,7,14,28,7
Metro_AlAziziyah,Metro_AlMansoura,7,14,29,2
Metro_AlAziziyah,Metro_AlMansoura,7,15,30,5
Metro_AlAziziyah,Metro_AlMansoura,8,16,32,5
Metro_AlAziziyah,Metro_AlMansoura,8,16,33,6
Metro_AlAziziyah,Metro_AlMansoura,8,17,34,12
Metro_AlAziziyah,Metro_AlMansoura,8,17,35,11
Metro_AlAziziyah,Metro_AlMansoura,9,18,36,9
Metro_AlAziziyah,Metro_AlMansoura,9,18,37,33
Metro_AlAziziyah,Metro_AlMansoura,9,19,38,67
Metro_AlAziziyah,Metro_AlMansoura,9,19,39,51
Metro_AlAziziyah,Metro_AlMansoura,10,20,40,39
Metro_AlAziziyah,Metro_AlMansoura,10,20,41,49
Metro_AlAziziyah,Metro_AlMansoura,10,21,42,44
Metro_AlAziziyah,Metro_AlMansoura,10,21,43,34
Metro_AlAziziyah,Metro_AlMansoura,11,22,44,69
Metro_AlAziziyah,Metro_AlMansoura,11,22,45,51
Metro_AlAziziyah,Metro_AlMansoura,11,23,46,38
Metro_AlAziziyah,Metro_AlMansoura,11,23,47,50
Metro_AlAziziyah,Metro_AlMansoura,12,24,48,56
Metro_AlAziziyah,Metro_AlMansoura,12,24,49,40
Metro_AlAziziyah,Metro_AlMansoura,12,25,50,57
Metro_AlAziziyah,Metro_AlMansoura,12,25,51,57
Metro_AlAziziyah,Metro_AlMansoura,13,26,52,37
Metro_AlAziziyah,Metro_AlMansoura,13,26,53,45
Metro_AlAziziyah,Metro_AlMansoura,13,27,54,34
Metro_AlAziziyah,Metro_AlMansoura,13,27,55,47
Metro_AlAziziyah,Metro_AlMansoura,14,28,56,37
Metro_AlAziziyah,Metro_AlMansoura,14,28,57,41
Metro_AlAziziyah,Metro_AlMansoura,14,29,58,34
Metro_AlAziziyah,Metro_AlMansoura,14,29,59,22
Metro_AlAziziyah,Metro_AlMansoura,15,30,60,12
Metro_AlAziziyah,Metro_AlMansoura,15,30,61,20
Metro_AlAziziyah,Metro_AlMansoura,15,31,62,15
Metro_AlAziziyah,Metro_AlMansoura,15,31,63,27
Metro_AlAziziyah,Metro_AlMansoura,16,32,64,10
Metro_AlAziziyah,Metro_AlMansoura,16,32,65,17
Metro_AlAziziyah,Metro_AlMansoura,16,33,66,10
Metro_AlAziziyah,Metro_AlMansoura,16,33,67,19
Metro_AlAziziyah,Metro_AlMansoura,17,34,68,21
Metro_AlAziziyah,Metro_AlMansoura,17,34,69,14
Metro_AlAziziyah,Metro_AlMansoura,17,35,70,10
Metro_AlAziziyah,Metro_AlMansoura,17,35,71,1
Metro_AlAziziyah,Metro_AlMansoura,18,36,72,8
Metro_AlAziziyah,Metro_AlMansoura,18,36,73,13
Metro_AlAziziyah,Metro_AlMansoura,18,37,74,14
Metro_AlAziziyah,Metro_AlMansoura,18,37,75,3
Metro_AlAziziyah,Metro_AlMansoura,19,38,76,7
Metro_AlAziziyah,Metro_AlMansoura,19,38,77,9
Metro_AlAziziyah,Metro_AlMansoura,19,39,78,16
Metro_AlAziziyah,Metro_AlMansoura,19,39,79,12
Metro_AlAziziyah,Metro_AlMansoura,20,40,80,8
Metro_AlAziziyah,Metro_AlMansoura,20,40,81,5
Metro_AlAziziyah,Metro_AlMansoura,20,41,82,8
Metro_AlAziziyah,Metro_AlMansoura,20,41,83,2
Metro_AlAziziyah,Metro_AlMansoura,21,42,84,6
Metro_AlAziziyah,Metro_AlMansoura,21,42,85,2
Metro_AlAziziyah,Metro_AlMansoura,21,43,86,10
Metro_AlAziziyah,Metro_AlMansoura,21,43,87,10
Metro_AlAziziyah,Metro_AlMansoura,22,44,88,7
Metro_AlAziziyah,Metro_AlMansoura,22,44,89,5
Metro_AlAziziyah,Metro_AlMansoura,22,45,90,6
Metro_AlAziziyah,Metro_AlMansoura,22,45,91,18
Metro_AlAziziyah,Metro_AlMansoura,23,46,92,18
Metro_AlAziziyah,Metro_AlMansoura,23,46,93,16
Metro_AlAziziyah,Metro_AlMansoura,23,47,94,14
Metro_AlAziziyah,Metro_AlMansoura,23,47,95,12
Metro_AlAziziyah,Metro_AlMatarAlQadeem,0,0,0,42
Metro_AlAziziyah,Metro_AlMatarAlQadeem,0,0,1,6
Metro_AlAziziyah,Metro_AlMatarAlQadeem,0,1,2,6
Metro_AlAziziyah,Metro_AlMatarAlQadeem,0,1,3,8
Metro_AlAziziyah,Metro_AlMatarAlQadeem,1,2,4,8
Metro_AlAziziyah,Metro_AlMatarAlQadeem,1,2,5,10
Metro_AlAziziyah,Metro_AlMatarAlQadeem,1,3,6,1
Metro_AlAziziyah,Metro_AlMatarAlQadeem,1,3,7,7
Metro_AlAziziyah,Metro_AlMatarAlQadeem,2,4,8,15
Metro_AlAziziyah,Metro_AlMatarAlQadeem,2,4,9,23
Metro_AlAziziyah,Metro_AlMatarAlQadeem,2,5,10,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,2,5,11,17
Metro_AlAziziyah,Metro_AlMatarAlQadeem,3,6,12,13
Metro_AlAziziyah,Metro_AlMatarAlQadeem,3,6,13,5
Metro_AlAziziyah,Metro_AlMatarAlQadeem,3,7,14,6
Metro_AlAziziyah,Metro_AlMatarAlQadeem,3,7,15,1
Metro_AlAziziyah,Metro_AlMatarAlQadeem,7,14,29,2
Metro_AlAziziyah,Metro_AlMatarAlQadeem,7,15,30,1
Metro_AlAziziyah,Metro_AlMatarAlQadeem,7,15,31,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,8,16,33,5
Metro_AlAziziyah,Metro_AlMatarAlQadeem,8,17,34,5
Metro_AlAziziyah,Metro_AlMatarAlQadeem,8,17,35,4
Metro_AlAziziyah,Metro_AlMatarAlQadeem,9,18,36,8
Metro_AlAziziyah,Metro_AlMatarAlQadeem,9,18,37,11
Metro_AlAziziyah,Metro_AlMatarAlQadeem,9,19,38,26
Metro_AlAziziyah,Metro_AlMatarAlQadeem,9,19,39,12
Metro_AlAziziyah,Metro_AlMatarAlQadeem,10,20,40,26
Metro_AlAziziyah,Metro_AlMatarAlQadeem,10,20,41,24
Metro_AlAziziyah,Metro_AlMatarAlQadeem,10,21,42,65
Metro_AlAziziyah,Metro_AlMatarAlQadeem,10,21,43,25
Metro_AlAziziyah,Metro_AlMatarAlQadeem,11,22,44,24
Metro_AlAziziyah,Metro_AlMatarAlQadeem,11,22,45,23
Metro_AlAziziyah,Metro_AlMatarAlQadeem,11,23,46,75
Metro_AlAziziyah,Metro_AlMatarAlQadeem,11,23,47,21
Metro_AlAziziyah,Metro_AlMatarAlQadeem,12,24,48,58
Metro_AlAziziyah,Metro_AlMatarAlQadeem,12,24,49,40
Metro_AlAziziyah,Metro_AlMatarAlQadeem,12,25,50,32
Metro_AlAziziyah,Metro_AlMatarAlQadeem,12,25,51,31
Metro_AlAziziyah,Metro_AlMatarAlQadeem,13,26,52,68
Metro_AlAziziyah,Metro_AlMatarAlQadeem,13,26,53,51
Metro_AlAziziyah,Metro_AlMatarAlQadeem,13,27,54,45
Metro_AlAziziyah,Metro_AlMatarAlQadeem,13,27,55,34
Metro_AlAziziyah,Metro_AlMatarAlQadeem,14,28,56,32
Metro_AlAziziyah,Metro_AlMatarAlQadeem,14,28,57,67
Metro_AlAziziyah,Metro_AlMatarAlQadeem,14,29,58,45
Metro_AlAziziyah,Metro_AlMatarAlQadeem,14,29,59,51
Metro_AlAziziyah,Metro_AlMatarAlQadeem,15,30,60,25
Metro_AlAziziyah,Metro_AlMatarAlQadeem,15,30,61,59
Metro_AlAziziyah,Metro_AlMatarAlQadeem,15,31,62,17
Metro_AlAziziyah,Metro_AlMatarAlQadeem,15,31,63,26
Metro_AlAziziyah,Metro_AlMatarAlQadeem,16,32,64,12
Metro_AlAziziyah,Metro_AlMatarAlQadeem,16,32,65,8
Metro_AlAziziyah,Metro_AlMatarAlQadeem,16,33,66,14
Metro_AlAziziyah,Metro_AlMatarAlQadeem,16,33,67,14
Metro_AlAziziyah,Metro_AlMatarAlQadeem,17,34,68,22
Metro_AlAziziyah,Metro_AlMatarAlQadeem,17,34,69,23
Metro_AlAziziyah,Metro_AlMatarAlQadeem,17,35,70,22
Metro_AlAziziyah,Metro_AlMatarAlQadeem,17,35,71,2
Metro_AlAziziyah,Metro_AlMatarAlQadeem,18,36,72,8
Metro_AlAziziyah,Metro_AlMatarAlQadeem,18,36,73,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,18,37,74,16
Metro_AlAziziyah,Metro_AlMatarAlQadeem,18,37,75,23
Metro_AlAziziyah,Metro_AlMatarAlQadeem,19,38,76,9
Metro_AlAziziyah,Metro_AlMatarAlQadeem,19,38,77,27
Metro_AlAziziyah,Metro_AlMatarAlQadeem,19,39,78,21
Metro_AlAziziyah,Metro_AlMatarAlQadeem,19,39,79,29
Metro_AlAziziyah,Metro_AlMatarAlQadeem,20,40,80,7
Metro_AlAziziyah,Metro_AlMatarAlQadeem,20,40,81,11
Metro_AlAziziyah,Metro_AlMatarAlQadeem,20,41,82,16
Metro_AlAziziyah,Metro_AlMatarAlQadeem,20,41,83,16
Metro_AlAziziyah,Metro_AlMatarAlQadeem,21,42,84,11
Metro_AlAziziyah,Metro_AlMatarAlQadeem,21,43,86,7
Metro_AlAziziyah,Metro_AlMatarAlQadeem,21,43,87,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,22,44,88,5
Metro_AlAziziyah,Metro_AlMatarAlQadeem,22,44,89,11
Metro_AlAziziyah,Metro_AlMatarAlQadeem,22,45,90,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,22,45,91,14
Metro_AlAziziyah,Metro_AlMatarAlQadeem,23,46,92,10
Metro_AlAziziyah,Metro_AlMatarAlQadeem,23,46,93,9
Metro_AlAziziyah,Metro_AlMatarAlQadeem,23,47,94,16
Metro_AlAziziyah,Metro_AlMatarAlQadeem,23,47,95,15
Metro_AlAziziyah,Metro_AlMessila,0,0,0,18
Metro_AlAziziyah,Metro_AlMessila,0,1,2,2
Metro_AlAziziyah,Metro_AlMessila,0,1,3,5
Metro_AlAziziyah,Metro_AlMessila,1,2,4,1
Metro_AlAziziyah,Metro_AlMessila,1,2,5,1
Metro_AlAziziyah,Metro_AlMessila,1,3,6,6
Metro_AlAziziyah,Metro_AlMessila,1,3,7,2
Metro_AlAziziyah,Metro_AlMessila,2,4,8,1
Metro_AlAziziyah,Metro_AlMessila,2,4,9,9
Metro_AlAziziyah,Metro_AlMessila,2,5,10,1
Metro_AlAziziyah,Metro_AlMessila,2,5,11,5
Metro_AlAziziyah,Metro_AlMessila,3,6,12,1
Metro_AlAziziyah,Metro_AlMessila,8,16,33,1
Metro_AlAziziyah,Metro_AlMessila,8,17,34,1
Metro_AlAziziyah,Metro_AlMessila,9,18,37,1
Metro_AlAziziyah,Metro_AlMessila,9,19,39,1
Metro_AlAziziyah,Metro_AlMessila,10,20,40,5
Metro_AlAziziyah,Metro_AlMessila,10,20,41,1
Metro_AlAziziyah,Metro_AlMessila,10,21,43,1
Metro_AlAziziyah,Metro_AlMessila,11,22,44,8
Metro_AlAziziyah,Metro_AlMessila,11,22,45,5
Metro_AlAziziyah,Metro_AlMessila,11,23,47,6
Metro_AlAziziyah,Metro_AlMessila,12,24,49,1
Metro_AlAziziyah,Metro_AlMessila,12,25,50,2
Metro_AlAziziyah,Metro_AlMessila,12,25,51,1
Metro_AlAziziyah,Metro_AlMessila,13,26,52,4
Metro_AlAziziyah,Metro_AlMessila,13,26,53,4
Metro_AlAziziyah,Metro_AlMessila,14,29,58,2
Metro_AlAziziyah,Metro_AlMessila,16,33,67,1
Metro_AlAziziyah,Metro_AlMessila,18,36,73,1
Metro_AlAziziyah,Metro_AlMessila,18,37,75,1
Metro_AlAziziyah,Metro_AlMessila,19,38,76,3
Metro_AlAziziyah,Metro_AlMessila,21,43,87,1
Metro_AlAziziyah,Metro_AlMessila,22,45,90,4
Metro_AlAziziyah,Metro_AlMessila,23,47,95,4
Metro_AlAziziyah,Metro_AlQassar,0,0,0,244
Metro_AlAziziyah,Metro_AlQassar,0,0,1,73
Metro_AlAziziyah,Metro_AlQassar,0,1,2,49
Metro_AlAziziyah,Metro_AlQassar,0,1,3,81
Metro_AlAziziyah,Metro_AlQassar,1,2,4,87
Metro_AlAziziyah,Metro_AlQassar,1,2,5,70
Metro_AlAziziyah,Metro_AlQassar,1,3,6,73
Metro_AlAziziyah,Metro_AlQassar,1,3,7,77
Metro_AlAziziyah,Metro_AlQassar,2,4,8,70
Metro_AlAziziyah,Metro_AlQassar,2,4,9,37
Metro_AlAziziyah,Metro_AlQassar,2,5,10,33
Metro_AlAziziyah,Metro_AlQassar,2,5,11,27
Metro_AlAziziyah,Metro_AlQassar,3,6,12,16
Metro_AlAziziyah,Metro_AlQassar,3,6,13,8
Metro_AlAziziyah,Metro_AlQassar,3,7,14,3
Metro_AlAziziyah,Metro_AlQassar,3,7,15,1
Metro_AlAziziyah,Metro_AlQassar,6,12,24,1
Metro_AlAziziyah,Metro_AlQassar,6,12,25,2
Metro_AlAziziyah,Metro_AlQassar,6,13,26,3
Metro_AlAziziyah,Metro_AlQassar,6,13,27,4
Metro_AlAziziyah,Metro_AlQassar,7,14,28,3
Metro_AlAziziyah,Metro_AlQassar,7,14,29,3
Metro_AlAziziyah,Metro_AlQassar,7,15,30,4
Metro_AlAziziyah,Metro_AlQassar,7,15,31,9
Metro_AlAziziyah,Metro_AlQassar,8,16,32,11
Metro_AlAziziyah,Metro_AlQassar,8,16,33,22
Metro_AlAziziyah,Metro_AlQassar,8,17,34,21
Metro_AlAziziyah,Metro_AlQassar,8,17,35,28
Metro_AlAziziyah,Metro_AlQassar,9,18,36,29
Metro_AlAziziyah,Metro_AlQassar,9,18,37,34
Metro_AlAziziyah,Metro_AlQassar,9,19,38,30
Metro_AlAziziyah,Metro_AlQassar,9,19,39,36
Metro_AlAziziyah,Metro_AlQassar,10,20,40,44
Metro_AlAziziyah,Metro_AlQassar,10,20,41,45
Metro_AlAziziyah,Metro_AlQassar,10,21,42,64
Metro_AlAziziyah,Metro_AlQassar,10,21,43,45
Metro_AlAziziyah,Metro_AlQassar,11,22,44,102
Metro_AlAziziyah,Metro_AlQassar,11,22,45,87
Metro_AlAziziyah,Metro_AlQassar,11,23,46,88
Metro_AlAziziyah,Metro_AlQassar,11,23,47,91
Metro_AlAziziyah,Metro_AlQassar,12,24,48,119
Metro_AlAziziyah,Metro_AlQassar,12,24,49,134
Metro_AlAziziyah,Metro_AlQassar,12,25,50,101
Metro_AlAziziyah,Metro_AlQassar,12,25,51,148
Metro_AlAziziyah,Metro_AlQassar,13,26,52,133
Metro_AlAziziyah,Metro_AlQassar,13,26,53,149
Metro_AlAziziyah,Metro_AlQassar,13,27,54,109
Metro_AlAziziyah,Metro_AlQassar,13,27,55,145
