origin,destination,dayhour,halfhour,value
Metro_AlAziziyah,Metro_AlMansoura,3,6,30
Metro_AlAziziyah,Metro_AlMansoura,3,7,16
Metro_AlAziziyah,Metro_AlMansoura,4,8,1
Metro_AlAziziyah,Metro_AlMansoura,6,12,2
Metro_AlAziziyah,Metro_AlMansoura,6,13,6
Metro_AlAziziyah,Metro_AlMansoura,7,14,7
Metro_AlAziziyah,Metro_AlMansoura,7,15,7
Metro_AlAziziyah,Metro_AlMansoura,8,16,14
Metro_AlAziziyah,Metro_AlMansoura,8,17,32
Metro_AlAziziyah,Metro_AlMansoura,9,18,37
Metro_AlAziziyah,Metro_AlMansoura,9,19,67
Metro_AlAziziyah,Metro_AlMansoura,10,20,97
Metro_AlAziziyah,Metro_AlMansoura,10,21,80
Metro_AlAziziyah,Metro_AlMansoura,11,22,102
Metro_AlAziziyah,Metro_AlMansoura,11,23,77
Metro_AlAziziyah,Metro_AlMansoura,12,24,106
Metro_AlAziziyah,Metro_AlMansoura,12,25,92
Metro_AlAziziyah,Metro_AlMansoura,13,26,82
Metro_AlAziziyah,Metro_AlMansoura,13,27,162
Metro_AlAziziyah,Metro_AlMansoura,14,28,45
Metro_AlAziziyah,Metro_AlMansoura,14,29,49
Metro_AlAziziyah,Metro_AlMansoura,15,30,39
Metro_AlAziziyah,Metro_AlMansoura,15,31,25
Metro_AlAziziyah,Metro_AlMansoura,16,32,29
Metro_AlAziziyah,Metro_AlMansoura,16,33,30
Metro_AlAziziyah,Metro_AlMansoura,17,34,19
Metro_AlAziziyah,Metro_AlMansoura,17,35,10
Metro_AlAziziyah,Metro_AlMansoura,18,36,13
Metro_AlAziziyah,Metro_AlMansoura,18,37,33
Metro_AlAziziyah,Metro_AlMansoura,19,38,36
Metro_AlAziziyah,Metro_AlMansoura,19,39,22
Metro_AlAziziyah,Metro_AlMansoura,20,40,11
Metro_AlAziziyah,Metro_AlMansoura,20,41,12
Metro_AlAziziyah,Metro_AlMansoura,21,42,12
Metro_AlAziziyah,Metro_AlMansoura,21,43,52
Metro_AlAziziyah,Metro_AlMansoura,22,44,31
Metro_AlAziziyah,Metro_AlMansoura,22,45,42
Metro_AlAziziyah,Metro_AlMansoura,23,46,42
Metro_AlAziziyah,Metro_AlMatarAlQadeem,0,0,1
Metro_AlAziziyah,Metro_AlMatarAlQadeem,0,1,2
Metro_AlAziziyah,Metro_AlMatarAlQadeem,1,2,10
Metro_AlAziziyah,Metro_AlMatarAlQadeem,1,3,30
Metro_AlAziziyah,Metro_AlMatarAlQadeem,2,4,10
Metro_AlAziziyah,Metro_AlMatarAlQadeem,2,5,17
Metro_AlAziziyah,Metro_AlMatarAlQadeem,3,6,6
Metro_AlAziziyah,Metro_AlMatarAlQadeem,3,7,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,6,13,1
Metro_AlAziziyah,Metro_AlMatarAlQadeem,7,14,2
Metro_AlAziziyah,Metro_AlMatarAlQadeem,8,17,3
Metro_AlAziziyah,Metro_AlMatarAlQadeem,9,18,27
Metro_AlAziziyah,Metro_AlMatarAlQadeem,9,19,35
Metro_AlAziziyah,Metro_AlMatarAlQadeem,10,20,46
Metro_AlAziziyah,Metro_AlMatarAlQadeem,10,21,33
Metro_AlAziziyah,Metro_AlMatarAlQadeem,11,22,78
Metro_AlAziziyah,Metro_AlMatarAlQadeem,11,23,52
Metro_AlAziziyah,Metro_AlMatarAlQadeem,12,24,50
Metro_AlAziziyah,Metro_AlMatarAlQadeem,12,25,114
Metro_AlAziziyah,Metro_AlMatarAlQadeem,13,26,98
Metro_AlAziziyah,Metro_AlMatarAlQadeem,13,27,107
Metro_AlAziziyah,Metro_AlMatarAlQadeem,14,28,105
Metro_AlAziziyah,Metro_AlMatarAlQadeem,14,29,57
Metro_AlAziziyah,Metro_AlMatarAlQadeem,15,30,93
Metro_AlAziziyah,Metro_AlMatarAlQadeem,15,31,63
Metro_AlAziziyah,Metro_AlMatarAlQadeem,16,32,82
Metro_AlAziziyah,Metro_AlMatarAlQadeem,16,33,53
Metro_AlAziziyah,Metro_AlMatarAlQadeem,17,34,39
Metro_AlAziziyah,Metro_AlMatarAlQadeem,17,35,47
Metro_AlAziziyah,Metro_AlMatarAlQadeem,18,36,35
Metro_AlAziziyah,Metro_AlMatarAlQadeem,18,37,40
Metro_AlAziziyah,Metro_AlMatarAlQadeem,19,38,25
Metro_AlAziziyah,Metro_AlMatarAlQadeem,19,39,22
Metro_AlAziziyah,Metro_AlMatarAlQadeem,20,40,12
Metro_AlAziziyah,Metro_AlMatarAlQadeem,20,41,5
Metro_AlAziziyah,Metro_AlMatarAlQadeem,21,42,16
Metro_AlAziziyah,Metro_AlMatarAlQadeem,21,43,17
Metro_AlAziziyah,Metro_AlMatarAlQadeem,22,44,29
Metro_AlAziziyah,Metro_AlMatarAlQadeem,22,45,30
Metro_AlAziziyah,Metro_AlMatarAlQadeem,23,46,85
Metro_AlAziziyah,Metro_AlMessila,0,0,1
Metro_AlAziziyah,Metro_AlMessila,0,1,5
Metro_AlAziziyah,Metro_AlMessila,1,2,9
Metro_AlAziziyah,Metro_AlMessila,1,3,3
Metro_AlAziziyah,Metro_AlMessila,2,4,7
Metro_AlAziziyah,Metro_AlMessila,3,6,3
Metro_AlAziziyah,Metro_AlMessila,8,17,2
Metro_AlAziziyah,Metro_AlMessila,9,18,3
Metro_AlAziziyah,Metro_AlMessila,9,19,1
Metro_AlAziziyah,Metro_AlMessila,10,20,2
Metro_AlAziziyah,Metro_AlMessila,11,23,2
Metro_AlAziziyah,Metro_AlMessila,12,24,1
Metro_AlAziziyah,Metro_AlMessila,12,25,4
Metro_AlAziziyah,Metro_AlMessila,13,26,4
Metro_AlAziziyah,Metro_AlMessila,13,27,1
Metro_AlAziziyah,Metro_AlMessila,14,28,4
Metro_AlAziziyah,Metro_AlMessila,15,30,6
Metro_AlAziziyah,Metro_AlMessila,15,31,4
Metro_AlAziziyah,Metro_AlMessila,16,33,1
Metro_AlAziziyah,Metro_AlMessila,18,37,1
Metro_AlAziziyah,Metro_AlMessila,19,38,1
Metro_AlAziziyah,Metro_AlMessila,21,42,4
Metro_AlAziziyah,Metro_AlMessila,21,43,1
Metro_AlAziziyah,Metro_AlMessila,22,44,7
Metro_AlAziziyah,Metro_AlMessila,22,45,8
Metro_AlAziziyah,Metro_AlMessila,23,46,15
Metro_AlAziziyah,Metro_AlQassar,0,0,62
Metro_AlAziziyah,Metro_AlQassar,0,1,72
Metro_AlAziziyah,Metro_AlQassar,1,2,117
Metro_AlAziziyah,Metro_AlQassar,1,3,121
Metro_AlAziziyah,Metro_AlQassar,2,4,61
Metro_AlAziziyah,Metro_AlQassar,2,5,34
Metro_AlAziziyah,Metro_AlQassar,3,6,18
Metro_AlAziziyah,Metro_AlQassar,6,12,2
Metro_AlAziziyah,Metro_AlQassar,6,13,5
Metro_AlAziziyah,Metro_AlQassar,7,14,11
Metro_AlAziziyah,Metro_AlQassar,7,15,8
Metro_AlAziziyah,Metro_AlQassar,8,16,16
Metro_AlAziziyah,Metro_AlQassar,8,17,51
Metro_AlAziziyah,Metro_AlQassar,9,18,37
Metro_AlAziziyah,Metro_AlQassar,9,19,66
Metro_AlAziziyah,Metro_AlQassar,10,20,80
Metro_AlAziziyah,Metro_AlQassar,10,21,108
Metro_AlAziziyah,Metro_AlQassar,11,22,127
Metro_AlAziziyah,Metro_AlQassar,11,23,154
Metro_AlAziziyah,Metro_AlQassar,12,24,237
Metro_AlAziziyah,Metro_AlQassar,12,25,244
Metro_AlAziziyah,Metro_AlQassar,13,26,279
Metro_AlAziziyah,Metro_AlQassar,13,27,286
Metro_AlAziziyah,Metro_AlQassar,14,28,284
Metro_AlAziziyah,Metro_AlQassar,14,29,290
Metro_AlAziziyah,Metro_AlQassar,15,30,190
Metro_AlAziziyah,Metro_AlQassar,15,31,190
Metro_AlAziziyah,Metro_AlQassar,16,32,143
Metro_AlAziziyah,Metro_AlQassar,16,33,134
Metro_AlAziziyah,Metro_AlQassar,17,34,109
Metro_AlAziziyah,Metro_AlQassar,17,35,95
Metro_AlAziziyah,Metro_AlQassar,18,36,103
Metro_AlAziziyah,Metro_AlQassar,18,37,133
Metro_AlAziziyah,Metro_AlQassar,19,38,120
Metro_AlAziziyah,Metro_AlQassar,19,39,119
Metro_AlAziziyah,Metro_AlQassar,20,40,80
Metro_AlAziziyah,Metro_AlQassar,20,41,103
Metro_AlAziziyah,Metro_AlQassar,21,42,79
Metro_AlAziziyah,Metro_AlQassar,21,43,123
Metro_AlAziziyah,Metro_AlQassar,22,44,83
Metro_AlAziziyah,Metro_AlQassar,22,45,356
Metro_AlAziziyah,Metro_AlQassar,23,46,194
Metro_AlAziziyah,Metro_AlQassar,23,47,4
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,0,0,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,0,1,11
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,1,2,10
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,1,3,9
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,2,4,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,2,5,5
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,3,6,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,6,13,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,8,16,2
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,8,17,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,9,18,5
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,9,19,2
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,10,20,2
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,10,21,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,11,23,7
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,12,24,6
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,12,25,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,13,26,5
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,13,27,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,14,28,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,14,29,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,15,31,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,16,32,4
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,18,36,2
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,20,40,3
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,22,44,1
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,22,45,9
Metro_AlAziziyah,Metro_AlRayyanAlQadeem,23,46,12
Metro_AlAziziyah,Metro_AlRiffa,0,1,4
Metro_AlAziziyah,Metro_AlRiffa,1,2,7
Metro_AlAziziyah,Metro_AlRiffa,1,3,2
Metro_AlAziziyah,Metro_AlRiffa,8,17,1
Metro_AlAziziyah,Metro_AlRiffa,9,18,1
Metro_AlAziziyah,Metro_AlRiffa,9,19,14
Metro_AlAziziyah,Metro_AlRiffa,10,20,34
Metro_AlAziziyah,Metro_AlRiffa,10,21,114
Metro_AlAziziyah,Metro_AlRiffa,11,22,298
Metro_AlAziziyah,Metro_AlRiffa,11,23,56
Metro_AlAziziyah,Metro_AlRiffa,12,24,123
Metro_AlAziziyah,Metro_AlRiffa,12,25,110
Metro_AlAziziyah,Metro_AlRiffa,13,26,92
Metro_AlAziziyah,Metro_AlRiffa,13,27,12
Metro_AlAziziyah,Metro_AlRiffa,14,28,12
Metro_AlAziziyah,Metro_AlRiffa,14,29,9
Metro_AlAziziyah,Metro_AlRiffa,15,30,6
Metro_AlAziziyah,Metro_AlRiffa,15,31,12
Metro_AlAziziyah,Metro_AlRiffa,16,33,3
Metro_AlAziziyah,Metro_AlRiffa,18,36,1
Metro_AlAziziyah,Metro_AlRiffa,19,38,1
Metro_AlAziziyah,Metro_AlRiffa,19,39,1
Metro_AlAziziyah,Metro_AlRiffa,20,40,4
Metro_AlAziziyah,Metro_AlRiffa,20,41,3
Metro_AlAziziyah,Metro_AlRiffa,21,42,2
Metro_AlAziziyah,Metro_AlRiffa,21,43,13
Metro_AlAziziyah,Metro_AlRiffa,22,44,2
Metro_AlAziziyah,Metro_AlRiffa,22,45,19
Metro_AlAziziyah,Metro_AlRiffa,23,47,3
Metro_AlAziziyah,Metro_AlSadd,0,0,7
Metro_AlAziziyah,Metro_AlSadd,0,1,16
Metro_AlAziziyah,Metro_AlSadd,1,2,26
Metro_AlAziziyah,Metro_AlSadd,1,3,24
Metro_AlAziziyah,Metro_AlSadd,2,4,6
Metro_AlAziziyah,Metro_AlSadd,2,5,14
Metro_AlAziziyah,Metro_AlSadd,3,6,9
Metro_AlAziziyah,Metro_AlSadd,3,7,1
Metro_AlAziziyah,Metro_AlSadd,6,12,1
Metro_AlAziziyah,Metro_AlSadd,6,13,8
Metro_AlAziziyah,Metro_AlSadd,7,14,5
Metro_AlAziziyah,Metro_AlSadd,7,15,3
Metro_AlAziziyah,Metro_AlSadd,8,16,3
Metro_AlAziziyah,Metro_AlSadd,8,17,15
Metro_AlAziziyah,Metro_AlSadd,9,18,35
Metro_AlAziziyah,Metro_AlSadd,9,19,21
Metro_AlAziziyah,Metro_AlSadd,10,20,32
Metro_AlAziziyah,Metro_AlSadd,10,21,33
Metro_AlAziziyah,Metro_AlSadd,11,22,42
Metro_AlAziziyah,Metro_AlSadd,11,23,43
Metro_AlAziziyah,Metro_AlSadd,12,24,29
Metro_AlAziziyah,Metro_AlSadd,12,25,45
Metro_AlAziziyah,Metro_AlSadd,13,26,57
Metro_AlAziziyah,Metro_AlSadd,13,27,53
Metro_AlAziziyah,Metro_AlSadd,14,28,34
Metro_AlAziziyah,Metro_AlSadd,14,29,36
Metro_AlAziziyah,Metro_AlSadd,15,30,21
Metro_AlAziziyah,Metro_AlSadd,15,31,16
Metro_AlAziziyah,Metro_AlSadd,16,32,10
Metro_AlAziziyah,Metro_AlSadd,16,33,15
Metro_AlAziziyah,Metro_AlSadd,17,34,7
Metro_AlAziziyah,Metro_AlSadd,17,35,19
Metro_AlAziziyah,Metro_AlSadd,18,36,15
Metro_AlAziziyah,Metro_AlSadd,18,37,12
Metro_AlAziziyah,Metro_AlSadd,19,38,12
Metro_AlAziziyah,Metro_AlSadd,19,39,7
Metro_AlAziziyah,Metro_AlSadd,20,40,14
Metro_AlAziziyah,Metro_AlSadd,20,41,8
Metro_AlAziziyah,Metro_AlSadd,21,42,9
Metro_AlAziziyah,Metro_AlSadd,21,43,14
Metro_AlAziziyah,Metro_AlSadd,22,44,7
Metro_AlAziziyah,Metro_AlSadd,22,45,33
Metro_AlAziziyah,Metro_AlSadd,23,46,37
Metro_AlAziziyah,Metro_AlSadd,23,47,623
Metro_AlAziziyah,Metro_AlShaqab,0,1,2
Metro_AlAziziyah,Metro_AlShaqab,2,4,1
Metro_AlAziziyah,Metro_AlShaqab,10,20,4
Metro_AlAziziyah,Metro_AlShaqab,11,22,2
Metro_AlAziziyah,Metro_AlShaqab,12,24,4
Metro_AlAziziyah,Metro_AlShaqab,12,25,2
Metro_AlAziziyah,Metro_AlShaqab,13,27,6
Metro_AlAziziyah,Metro_AlShaqab,14,28,2
Metro_AlAziziyah,Metro_AlShaqab,14,29,6
Metro_AlAziziyah,Metro_AlShaqab,15,30,4
Metro_AlAziziyah,Metro_AlShaqab,15,31,1
Metro_AlAziziyah,Metro_AlShaqab,16,32,3
Metro_AlAziziyah,Metro_AlShaqab,16,33,2
Metro_AlAziziyah,Metro_AlShaqab,17,35,1
Metro_AlAziziyah,Metro_AlShaqab,18,36,1
Metro_AlAziziyah,Metro_AlShaqab,18,37,2
Metro_AlAziziyah,Metro_AlShaqab,19,39,1
Metro_AlAziziyah,Metro_AlShaqab,20,41,5
Metro_AlAziziyah,Metro_AlShaqab,22,45,1
Metro_AlAziziyah,Metro_AlShaqab,23,46,1
Metro_AlAziziyah,Metro_AlSudan,0,0,18
Metro_AlAziziyah,Metro_AlSudan,0,1,31
Metro_AlAziziyah,Metro_AlSudan,1,2,32
Metro_AlAziziyah,Metro_AlSudan,1,3,34
Metro_AlAziziyah,Metro_AlSudan,2,4,22
Metro_AlAziziyah,Metro_AlSudan,2,5,22
Metro_AlAziziyah,Metro_AlSudan,3,6,14
Metro_AlAziziyah,Metro_AlSudan,6,12,3
Metro_AlAziziyah,Metro_AlSudan,6,13,2
Metro_AlAziziyah,Metro_AlSudan,7,15,5
Metro_AlAziziyah,Metro_AlSudan,8,16,8
Metro_AlAziziyah,Metro_AlSudan,8,17,10
Metro_AlAziziyah,Metro_AlSudan,9,18,25
Metro_AlAziziyah,Metro_AlSudan,9,19,20
Metro_AlAziziyah,Metro_AlSudan,10,20,30
Metro_AlAziziyah,Metro_AlSudan,10,21,33
Metro_AlAziziyah,Metro_AlSudan,11,22,36
Metro_AlAziziyah,Metro_AlSudan,11,23,52
Metro_AlAziziyah,Metro_AlSudan,12,24,41
Metro_AlAziziyah,Metro_AlSudan,12,25,50
Metro_AlAziziyah,Metro_AlSudan,13,26,58
Metro_AlAziziyah,Metro_AlSudan,13,27,56
Metro_AlAziziyah,Metro_AlSudan,14,28,35
Metro_AlAziziyah,Metro_AlSudan,14,29,38
Metro_AlAziziyah,Metro_AlSudan,15,30,13
Metro_AlAziziyah,Metro_AlSudan,15,31,18
Metro_AlAziziyah,Metro_AlSudan,16,32,32
Metro_AlAziziyah,Metro_AlSudan,16,33,11
Metro_AlAziziyah,Metro_AlSudan,17,34,16
Metro_AlAziziyah,Metro_AlSudan,17,35,18
Metro_AlAziziyah,Metro_AlSudan,18,36,13
Metro_AlAziziyah,Metro_AlSudan,18,37,13
Metro_AlAziziyah,Metro_AlSudan,19,38,5
Metro_AlAziziyah,Metro_AlSudan,19,39,10
Metro_AlAziziyah,Metro_AlSudan,20,40,6
Metro_AlAziziyah,Metro_AlSudan,20,41,4
Metro_AlAziziyah,Metro_AlSudan,21,42,16
Metro_AlAziziyah,Metro_AlSudan,21,43,36
Metro_AlAziziyah,Metro_AlSudan,22,44,18
Metro_AlAziziyah,Metro_AlSudan,22,45,50
Metro_AlAziziyah,Metro_AlSudan,23,46,59
Metro_AlAziziyah,Metro_AlSudan,23,47,1588
Metro_AlAziziyah,Metro_AlWaabQLM,0,1,1
Metro_AlAziziyah,Metro_AlWaabQLM,1,2,8
Metro_AlAziziyah,Metro_AlWaabQLM,2,4,1
Metro_AlAziziyah,Metro_AlWaabQLM,2,5,8
Metro_AlAziziyah,Metro_AlWaabQLM,3,6,7
Metro_AlAziziyah,Metro_AlWaabQLM,6,13,3
Metro_AlAziziyah,Metro_AlWaabQLM,8,17,4
Metro_AlAziziyah,Metro_AlWaabQLM,9,19,1
Metro_AlAziziyah,Metro_AlWaabQLM,10,20,1
Metro_AlAziziyah,Metro_AlWaabQLM,10,21,1
Metro_AlAziziyah,Metro_AlWaabQLM,11,22,4
Metro_AlAziziyah,Metro_AlWaabQLM,11,23,2
Metro_AlAziziyah,Metro_AlWaabQLM,12,24,1
Metro_AlAziziyah,Metro_AlWaabQLM,12,25,3
Metro_AlAziziyah,Metro_AlWaabQLM,13,27,2
Metro_AlAziziyah,Metro_AlWaabQLM,14,29,4
Metro_AlAziziyah,Metro_AlWaabQLM,19,38,1
Metro_AlAziziyah,Metro_AlWaabQLM,21,43,1
Metro_AlAziziyah,Metro_AlWaabQLM,22,44,1
Metro_AlAziziyah,Metro_AlWaabQLM,23,46,4
Metro_AlAziziyah,Metro_AlWaabQLM,23,47,769
Metro_AlAziziyah,Metro_AlWakra,0,0,128
Metro_AlAziziyah,Metro_AlWakra,0,1,115
Metro_AlAziziyah,Metro_AlWakra,1,2,178
Metro_AlAziziyah,Metro_AlWakra,1,3,198
Metro_AlAziziyah,Metro_AlWakra,2,4,117
Metro_AlAziziyah,Metro_AlWakra,2,5,72
Metro_AlAziziyah,Metro_AlWakra,3,6,30
Metro_AlAziziyah,Metro_AlWakra,3,7,4
Metro_AlAziziyah,Metro_AlWakra,6,12,3
Metro_AlAziziyah,Metro_AlWakra,6,13,22
Metro_AlAziziyah,Metro_AlWakra,7,14,22
Metro_AlAziziyah,Metro_AlWakra,7,15,31
Metro_AlAziziyah,Metro_AlWakra,8,16,33
Metro_AlAziziyah,Metro_AlWakra,8,17,52
Metro_AlAziziyah,Metro_AlWakra,9,18,60
Metro_AlAziziyah,Metro_AlWakra,9,19,63
Metro_AlAziziyah,Metro_AlWakra,10,20,81
Metro_AlAziziyah,Metro_AlWakra,10,21,139
Metro_AlAziziyah,Metro_AlWakra,11,22,155
Metro_AlAziziyah,Metro_AlWakra,11,23,168
Metro_AlAziziyah,Metro_AlWakra,12,24,206
Metro_AlAziziyah,Metro_AlWakra,12,25,188
Metro_AlAziziyah,Metro_AlWakra,13,26,188
Metro_AlAziziyah,Metro_AlWakra,13,27,221
Metro_AlAziziyah,Metro_AlWakra,14,28,266
Metro_AlAziziyah,Metro_AlWakra,14,29,168
Metro_AlAziziyah,Metro_AlWakra,15,30,173
Metro_AlAziziyah,Metro_AlWakra,15,31,157
Metro_AlAziziyah,Metro_AlWakra,16,32,125
Metro_AlAziziyah,Metro_AlWakra,16,33,121
Metro_AlAziziyah,Metro_AlWakra,17,34,134
Metro_AlAziziyah,Metro_AlWakra,17,35,104
Metro_AlAziziyah,Metro_AlWakra,18,36,95
Metro_AlAziziyah,Metro_AlWakra,18,37,110
Metro_AlAziziyah,Metro_AlWakra,19,38,87
Metro_AlAziziyah,Metro_AlWakra,19,39,62
Metro_AlAziziyah,Metro_AlWakra,20,40,78
Metro_AlAziziyah,Metro_AlWakra,20,41,68
